source,concept,description
https://www.yok.gov.tr/iletisim/sss/3/2,"Denklik müracaatında bulundum,yüksek lisansımı tezsiz yaptım ne yapacağım?",Yüksek lisansınızı tezsiz yaptığınıza dair dilekçe yazıp başvurunuza ekleyebilirsiniz.
https://www.yok.gov.tr/iletisim/sss/3/3,Bulgaristan Mezunu olan kişiler geçici mezuniyet belgesi ile denklik başvurusu yapabilirlermi?,Bulgaristan mezunları geçici mezuniyet belgesi ile başvuru yapamazlar. Diploma ve diploma eki olmak zorundadır. 
https://www.yok.gov.tr/iletisim/sss/3/4,"Askerlik tecili yaptırmam lazım, denklik işlemlerimin devam ettiğine dair yazı istediler, nasıl edinebilirim?",Kurulumuza gerekçenizi belirten bir dilekçe ile başvurup (elden ya da posta yoluyla) resmi yazı talebinde bulunabilirsiniz.
https://www.yok.gov.tr/iletisim/sss/3/5,Yüksek Lisans Denklik belgemi aldım ama denklik belgemde not ortalamam yok. Yurtdışındaki not ortalamamın yurtiçi notuna dönüştürülmesi için (dönüşüm hesaplanması) için ne yapmam gerekli nerden yaptırabilirim. Bilgi almak istiyorum?, Doktora başvurusunda bulunacağı üniversite tarafından not ortalamasının değerlendirilmesi gerekmektedir. Denklik Birimi tarafından not eşdeğerliliği yapılmamaktadır.
https://www.yok.gov.tr/iletisim/sss/3/6,"Okul tanıma bilgisi için dilekçe gönderdim, henüz cevap gelmedi, ne zaman gelir?","Dilekçeler PTT yoluyla adreslere gönderilmekte olduğundan, 10 iş günü içerisinde tarafınıza teslim edilecektir."
https://www.yok.gov.tr/iletisim/sss/3/7,"Okulumuz yeni kuruldu, YÖK tarafından tanınsın istiyoruz, ne yapmalıyız?","Üniversitenizin İlgili Ülke Eğitim Makamlarınca akreditasyon aldığına dair belge, üniversitenizin tanıtım katalogları ve tanınma isteğinizi içeren resmi bir yazıyı Dışişleri Bakanlığımız aracılığıyla Kurulumuza göndermeniz gerekmektedir."
https://www.yok.gov.tr/iletisim/sss/3/8,"KKTC mezunuyum, denklik yaptırmam gerekli mi?",Başvuruda Bulunmayacak Kişiler: Şubat 2012 mezunlarında itibaren diploma arkalarında ÖSS ile yerleştiğine dair kaşe okul tarafından basılmış ise Kurumumuza denklik müracaatında bulunmaları gerekmemektedir.Başvuruda Bulunması Gerekenler: *Okula özel yetenekle yerleşenler*KKTC vatandaşı olanlar*Yüksek Lisans Başvuruları*Girne Amerikan Üniversitesinin Türk Dili ve Edebiyatı Öğretmenliği*Yakın Doğu Tarih Öğretmenliği mezunları*Şubat 2012 öncesi mezunun kişiler
https://www.yok.gov.tr/iletisim/sss/3/9,KKTC Protokolü denklik yerine geçer mi?,Protokol yazısı verilen ilgililerin denklik işlemi yaptırmasına gerek yoktur. (ÖSYM tarafından yerleşerek gidenler için)
https://www.yok.gov.tr/iletisim/sss/3/10,"Acilen denklik belgemi almam gerekiyor, yurtdışındayım/farklı şehirdeyim gelemiyorum, kargoya verebilir misiniz?",Denklik belgeleri kargoya verilememektedir. Kurulumuzca PTT yoluyla iadeli taahhütlü olarak yurtiçi veya yurtdışı adresinize gönderilmektedir
https://www.yok.gov.tr/iletisim/sss/4/1,"ÖSYM yerleştirme belgem yok, kendi imkânlarımla gittim, denklik belgesi alabilir miyim?","Kurulumuza yapılandenklik başvuruları  Yurtdışı Yükseköğretim Diplomaları Denklik Yönetmeliği hükümlerine göre incelenmektedir. Belgeleriniz denklik başvurusu yaptıktan sonra ilgili mevzuat hükümlerine göre incelenip, alınacak karar tarafınıza tebliğ edilcektir."
https://www.yok.gov.tr/iletisim/sss/4/2,Seviye Tespit Sınavı nedir?,"Yurtdışı Yükseköğretim Diplomaları Denklik Yönetmeliği uyarınca; mezun olunan lisans programının eğitim düzeyi ve içeriğinin yeterli bulunmaması durumunda, başvuru sahibi usul ve esasları Kurul tarafından belirlenen seviye tespit sınavına tabi tutulur."
https://www.yok.gov.tr/iletisim/sss/4/3,Herkes Seviye Tespit Sınavına Girmek Zorunda mı?,"Yurtdışı Yükseköğretim Diplomaları Denklik Yönetmeliği uyarınca her bölüme STS kararı çıkabilir ancak genel olarak Tıp Doktorluğu, Diş Hekimliği, Mühendislik alanları ve Öğretmenlik alanlarında  STS kararı çıkmaktadır."
https://www.yok.gov.tr/iletisim/sss/4/4,Hangi ülkeden mezun olanlara STS uygulanmaktadır?,"Yurtdışı Yükseköğretim Diplomaları Denklik Yönetmeliği hükümleri uyarınca Hukuk,T ıp Doktorluğu, Diş Hekimliği, Mühendislik ve Öğretmenlik alanında hangi ülkelerden alınan diplomaların denklik işleminin seviye tespit sınavında başarılı olma şartı aranmadan yapılacağı Genel Kurul tarafından belirlenerek resmi internet sitesinde ilan edilir."
https://www.yok.gov.tr/iletisim/sss/4/5,Hangi durumlarda denklik verilebilmesi için YDS'dan (Yabancı Dil Sınavı) başarılı olmam gerekmektedir?,"KKTC dışındaki yurtdışı üniversitelerin Amerikan Kültürü ve Edebiyatı, Fransız Dili ve Edebiyatı, Alman Dili ve Edebiyatı, İngiliz Dili ve Edebiyatı, Rus Dili  ve Edebiyatı vb. programlarından ve Fransızca, İngilizce, Rusça, Almanca Öğretmenliği ile bu dillerin mütercim tercümanlık programlarından mezun olanların denklik işleminin yapılabilmesi için, mezun olunan program öğrenim görülen ülkenin anadilinden farklı ise YDS'da 70 ve üzeri puan almış olma şartı aranır. YDS dışında YDS eşdeğerliği bulunan sınavlar için Yabancı Dil Eşdeğerliği Tablosu'nu kontrol ediniz."
https://www.yok.gov.tr/iletisim/sss/4/6,Kırgızistan Türk Manas Üniversitesi örgün eğitim için denklik başvurusu yapmak gereklimidir?,"Kırgızistan Türk Manas Üniversitesi örgün eğitim için denklik başvurusuna gerek yoktur. Denklik birimine başvuru yapıp diplomalarının geçerli olduğuna dair belge alınması yeterlidir. Başvuru yapmak için; Resmi bir dilekçe, Diploma ve Transkript fotokopisi gerekmektedir."
https://www.yok.gov.tr/iletisim/sss/4/7,Kazakistan Hoca Ahmet Yesevi Uluslararası Türk-Kazak Üniversitesi örgün eğitim için denklik başvurusu gereklimidir?,"Kazakistan Hoca Ahmet Yesevi Uluslararası Türk-Kazak Üniversitesi örgün eğitim  için denklik başvurusuna gerek yoktur. Denklik birimine başvuru yapıp diplomalarının geçerli olduğuna dair belge alınması yeterlidir. Başvuru yapmak için; Resmi bir dilekçe, Diploma ve Transkript fotokopisi gerekmektedir."
https://www.yok.gov.tr/iletisim/sss/4/8,Kazakistan Hoca Ahmet Yesevi Uluslararası Türk-Kazak Üniversitesi uzaktan eğitim için denklik başvurusu gereklimidir?,"Kazakistan Hoca Ahmet Yesevi Uluslararası Türk-Kazak Üniversitesi uzaktan eğitim  için denklik başvurusuna gerek yoktur. Denklik birimine başvuru yapıp diplomalarının geçerli olduğuna dair belge alınması yeterlidir. Kazakistan Hoca Ahmet Yesevi Uluslararası Türk-Kazak Üniversitesi uzaktan eğitim ön lisans ve yüksek lisans diplomaları  2007-2008 Eğitim-Öğretim yılından sonra başlanması şartıyla tanınmaktadır. 2007-2008 Eğitim-Öğretim yılından önceki alınan ön lisans ve yüksek lisans  diplomaları tanınmamaktadır. Uzaktan eğitim lisans programları   2009 Eğitim-Öğretim yılından sonra ÖSYM tarafından yerleştirme şartını sağladığınız takdirde tanınmaktadır. 2009 öncesi lisans diplomaları ile ilgili olarak  Kurulumuza Diploma ve Transkript fotokopileri, eğitime başlandığı yıla ait ÖSS veya DGS sonuç belgesi ve bir dilekçe ile başvurmanız halinde diplomaların  tanınıp tanınmadığına dair tarafınıza bilgi verilecektir."
https://www.yok.gov.tr/iletisim/sss/4/9,Kazakistan Hoca Ahmet Yesevi Uluslararası Türk-Kazak Üniversitesi uzaktan eğitim için denklik başvurusu gereklimidir?,"Kazakistan Hoca Ahmet Yesevi Uluslararası Türk-Kazak Üniversitesi uzaktan eğitim  için denklik başvurusuna gerek yoktur. Denklik birimine başvuru yapıp diplomalarının geçerli olduğuna dair belge alınması yeterlidir. Kazakistan Hoca Ahmet Yesevi Uluslararası Türk-Kazak Üniversitesi uzaktan eğitim ön lisans ve yüksek lisans diplomaları  2007-2008 Eğitim-Öğretim yılından sonra başlanması şartıyla tanınmaktadır. 2007-2008 Eğitim-Öğretim yılından önceki alınan ön lisans ve yüksek lisans  diplomaları tanınmamaktadır. Uzaktan eğitim lisans programları   2009 Eğitim-Öğretim yılından sonra ÖSYM tarafından yerleştirme şartını sağladığınız takdirde tanınmaktadır. 2009 öncesi lisans diplomaları ile ilgili olarak  Kurulumuza Diploma ve Transkript fotokopileri, eğitime başlandığı yıla ait ÖSS veya DGS sonuç belgesi ve bir dilekçe ile başvurmanız halinde diplomaların  tanınıp tanınmadığına dair tarafınıza bilgi verilecektir."
https://www.yok.gov.tr/iletisim/sss/4/10,"Askerlik şubesi ""işlemleri devam ediyor"" yazısını kabul etmiyor. Ne yapmalıyım?","Askerlik şubesinin adı, iletişim bilgileri, adınız - soyadınız  ve karşılaştığınız durumu anlatan ayrıntılı bir dilekçeyi Kurulumuza göndermeniz gerekmektedir."
https://www.yok.gov.tr/iletisim/sss/5/1,Denklik işlemi için belgeleri tamamladıktan sonra nereye müracaat edeceğim?,"Elden: Yükseköğretim Kurulu Başkanlığı Denklik Birimi Müracaat Ofisi (B-2 Blok, Zemin Kat) - Bilkent / ANKARAPosta Yoluyla: Yükseköğretim Kurulu Başkanlığı Denklik Birimi, 06539 - Bilkent / ANKARA"
https://www.yok.gov.tr/iletisim/sss/5/2,Denklik işlemleri sonucu bana nasıl gönderilecektir?,Denklik işleminin kabulü ya da reddi halinde evrak asıllarının birer örneği dosyasında saklanmak üzere alındıktan sonra ilgilinin başvuru sırasında belirlediği tercih doğrultusunda elden ya da posta yolu ile teslim edilir.
https://www.yok.gov.tr/iletisim/sss/5/3,"Denklik belgemin üzerinde soyadım yanlış yazılmış, düzeltebilir miyiz?",Kurulumuza talebinizi içeren bir dilekçe ile başvurmanız halinde sehven yapılmış işlemler düzeltilebilmektedir.
https://www.yok.gov.tr/iletisim/sss/5/4,"Evlendim, soyadım değişti, denklik belgem hangi soyadımla çıkacak?","Adınıza düzenlenen denklik belgesinin ön yüzünde diplomanızın üzerindeki kimlik bilgileriniz yer alacaktır. Arka yüzünde ise güncel kimlik bilgileriniz yer alacaktır. Kimlik bilgileri değişmeden önce denklik belgenizi teslim aldıysanız, Denklik belgesinin aslı, güncel kimlik bilgilerinizi gösteren belge ile Kurulumuza müracaat etmeniz halinde belge üzerinde gerekli değişiklikler yapılabilmektedir."
https://www.yok.gov.tr/iletisim/sss/5/5,"TC vatandaşlığına geçtim, ismim değişti, ama denklik belgemde eski ismim var ne yapmalıyım?",Adınıza düzenlenen denklik belgesinin ön yüzünde diplomanızın üzerindeki kimlik bilgileriniz yer alacaktır. Arka yüzünde ise güncel kimlik bilgileriniz yer alacaktır. T.C. vatandaşlığına geçince nüfus kayıt örneğiniz ve  nüfus cüzdanı suretiniz ile Kurulumuza başvurmanız halinde  Kurulumuza müracaat etmeniz halinde belge arkasındaki nüfus cüzdanı bilgileri doldurulacaktır.
https://www.yok.gov.tr/iletisim/sss/5/6,"Sınav alanları nelerdir, hangi alanlarda seviye tespit sınavı yapıyorsunuz?","Tüm alanlarda Seviye Tespit Sınavı yapılmaktadır. Ancak genel olarak Tıp Doktorluğu, Diş Hekimliği, Mühendislik  ve Öğretmenlik alanlarında sınav yapılmaktadır."
https://www.yok.gov.tr/iletisim/sss/5/7,STS hangi aşamaya gireceğim,İlgililere STS de hangi aşamaya gireceğine dair bilgi resmi olarak adreslerine tebliğ edilecektir. Tebliğ edilen aşamada sınava girilecektir.
https://www.yok.gov.tr/iletisim/sss/5/8,STS'ye nerede gireceğim,ÖSYM'in yaptığı STS sınavlarında sınav yeri bilgileri aday bilgi sisteminden öğrenebileceklerdir. Yükseköğretim Kurulunun yaptığı STS sınavlarının yer ve zaman bilgileri STS kılavuzunda yer almaktadır.
https://www.yok.gov.tr/iletisim/sss/5/9,STS sonuçlarını nasıl öğreneceğim.,"ÖSYM'nin yaptığı Tıp Doktorluğu Diş Hekimliği ve Öğretmenlik alanlarındaki sınav sonuçları ÖSYM tarafından wep sitesinde yayınlanacaktır. Yükseköğretim Kurulunun diğer alandaki yaptığı (Mühendislik, Türk Dili, Hukuk vb.) sınav sonuçları Kurulumuz web sitesinde yayınlanmaktadır."
https://www.yok.gov.tr/iletisim/sss/5/10,"Dosyamı bir üniversiteye görüşe göndermişsiniz, hangi üniversite olduğunu söyler misiniz?",Kurulumuzca dosyaların görüşe gönderildiği üniversite isimleri müdahaleleri engellemek amacıyla saklı tutulmaktadır
https://www.yok.gov.tr/iletisim/sss/6/1,"Dosyanız Dışişleri Bakanlığından gelecek olan ""Diploma Teyidini Bekliyor"" ne demek?","Dışişleri Bakanlığı aracılığı ile yapılan diploma teyit yazışmalarında, başvuru yapan kişinin ilgili okulda gerçekten eğitim alıp almadığı, aldı ise öğrenim türü vb. alanlarda bilgi istenilmektedir. Söz konusu yazışmanın süresi mezun olunan yükseköğretim kurumuna, yazışma yapılan ülkeye, yazışmanın türüne ve posta sürecine bağlı olarak değişmektedir."
https://www.yok.gov.tr/iletisim/sss/6/2,"Eksik evrak yazısı geldi, ben tüm evraklarımı göndermiştim, bu ne demek?","İlgili uzman tarafından dosyanızın incelenmesi neticesinde, evraklarınızın arasında eksiklik olduğu tespit edilmiş olup, tarafınıza eksik evrak yazısı yazılmıştır."
https://www.yok.gov.tr/iletisim/sss/6/3,"Evraklarımı postaya vermişsiniz, posta takip numarasını öğrenebilir miyim?","Denklik birimi ile iletişime geçerek, adınıza düzenlenen denklik belgesinin Giden Evrak çıkış sayısı  ve tarihini öğrenmeniz halinde, Kurulumuz Giden Evrak biriminden söz konusu tarih ve  sayı  ile posta takip barkodu edinebilir, bu barkod numarası ile PTT'den sorgulama yapabilirsiniz."
https://www.yok.gov.tr/iletisim/sss/6/4,Denklik işlemi için ne yapmam gerekli?,"www.yok.gov.tr adresinde  Denklik Başvuru Sistemine Online Kayıt  yapılıp , başvuru formunun çıktısı alınıp imzalandıktan sonra, gerekli olan diğer evraklar tamamlanır, posta veya elden başvuru yapılır."
https://www.yok.gov.tr/iletisim/sss/6/5,"Online başvuru formunu doldurdum, başvurum tamamlanmış olur mu?","Yalnızca online başvuru formunu doldurmakla denklik işlemleri tamamlanmamaktadır. Denklik başvurusunda istenilen bütün evraklar ile birlikte, başvuru formunuzun imzalı çıktısını Kurulumuza etmeniz gerekmektedir."
https://www.yok.gov.tr/iletisim/sss/6/6,Denklik başvurusunda hangi evraklar gereklidir?,Denklik Başvurusu için gerekli olan evraklara www.yok.gov.tr adresinde Diploma Denklik Başvurusunda İstenilen Evraklar bölümünden ulaşılabilmektedir.
https://www.yok.gov.tr/iletisim/sss/6/7,"Doktora denkliği yaptıracağım, gerekli evraklar nelerdir.",Üniversitelerarası Kurul Başkanlığının internet adresinden (www.uak.gov.tr) gerekli belgeleri öğrenebilirsiniz.
https://www.yok.gov.tr/iletisim/sss/6/8,Öğretmenlik alanında yapılan sts hakkında değişiklik oldumu?,Yükseköğretim  Genel Kurul kararı gereğince öğretmenlik denkliği başvurusu sonucunda hakkında sts kararı çıkan kişilerin sts sınavı yerine KPSS'deki Eğitim Bilimleri bölümünden 100 üzerinden 50 almaları gerekmektedir.
https://www.yok.gov.tr/iletisim/sss/6/9,Sts'de başarılı olabilmek için en az kaç puan almam gereklidir ?,"Seviye tespit sınavı öğrenim süresince kazanılması gereken en az bilgi düzeyinin tespitine yönelik olup, başarılı olabilmek için gereken asgari puan 100 üzerinden 50'dir."
https://www.yok.gov.tr/iletisim/sss/6/10,Eczacılık alanındaki diplomaların denklik işlemleri nasıl yapılmaktadır?,"Eczacılık alanındaki diplomaların denklik işlemlerinde: Yapılan denklik incelemesi sonucunda eğitim düzeyi, süresi ve mezun olunan programın Türkiye?deki eşdeğer programa göre alınması gereken zorunlu derslerinde eksiklik bulunmadığında, Kurulca belirlenecek eczacılık fakültesinde oluşturulacak bir jüri önünde ilmi hüviyetini ispat etmesi sonucunda denklik belgesi verilir. Yapılan denklik incelemesi sonucunda eğitim düzeyi, süresi ve mezun olunan programın Türkiye?deki eşdeğer programa göre alınması gereken zorunlu derslerinde eksiklik bulunanların ise Kurulca belirlenecek eczacılık fakültesinde zorunlu eksik derslerin ve eksik olan sürenin tamamlatılarak mesleki bilgiyi ölçen bir sınavın Kurulca belirlenecek eczacılık fakültesinde oluşturulacak bir heyet tarafından yapılması sonucunda denklik belgesi verilir."
https://www.yok.gov.tr/iletisim/sss/7/1,Uzaktan eğitim için denklik işlemleri kabul edilmektemidir?,"Uzaktan eğitim programlarından alınan diplomalar; diplomayı veren yükseköğretim kurumunun ve eğitimin yapıldığı programın öncelikle faaliyet gösterdiği ülke yetkili makamlarınca diploma vermeye yetkili bir kurum olarak tanınması, akreditasyon ya da kalite güvencesi kuruluşları tarafından akredite edilmiş olması ve Yükseköğretim Kurulu tarafından tanınmış bir kurum olması, bir üst eğitime girişte kabul edilmesi, program kredi toplamının o ülkedeki eşdeğer örgün öğretim programı kredi toplamına uygun olması, örgün öğretimde belirlenen program kazanımları ile aynı programın uzaktan öğretiminin program kazanımlarının uyarlı olması ve uzaktan eğitim programının ölçme ve değerlendirme sisteminin denetlenebilir nitelikte olması, yurtdışında yapılan uzaktan eğitimin Türkçe olmaması, eğitimin yapıldığı programın benzeri Türk yükseköğretim programına denk olması, eğitim düzeyi ve öğrenim alanının açıkça tespit edilmesi şartları aranarak, bu Yönetmelik hükümlerine göre değerlendirildikten sonra kabul edilir veya reddedilir."
https://www.yok.gov.tr/iletisim/sss/7/2,"Ayrıntılı transkript göndermemi istemişsiniz, gönderebileceğim başka evrak yok, ne yapmalıyım?",Kurulumuza ayrıntılı transkript sunamadığınızı belirten gerekçeli bir dilekçe göndermeniz halinde gerekli incelemeler yapılacaktır.
https://www.yok.gov.tr/iletisim/sss/7/3,Lise denklik belgesini nasıl alırım.,Lise denklik belgesi kişilerin yurtdışındaki liselerden aldıkları diplomaların  Türkiye'deki liselere eşdeğerliliğini gösteren belgedir. Yurtdışındaki liselerden mezun olmuş kişilerin denklik başvurusunda bulunabilmeleri için lise denklik belgelerini ibraz etmeleri gerekmektedir. Lise denklik belgeleri İl Milli Eğitim Müdürlüklerinden ya da yurtdışındal Dış Temsilciliklerimizden alınabilmektedir.
https://www.yok.gov.tr/iletisim/sss/7/4,"Lise okumadan üniversiteye kayıt yaptırdım, dolayısıyla lise diplomam yok, gerekli evraklarda lise denklik belgesi isteniyor, ne yapmalıyım?","Üniversitenizin eğitim sisteminin bu duruma izin veren bir eğitim sistemi olduğuna dair, üniversitenizden resmi bir evrak, tercümesi ve durumunuzu açıklayan bir dilekçe ile Kurulumuza başvurmanız halinde, gerekli incelemeler yapılacaktır."
https://www.yok.gov.tr/iletisim/sss/7/5,"Diploma ve transkriptimi geçici süreliğine almak istiyorum, alabilir miyim, ne yapmalıyım, benden başka biri alabilir mi?",Dilekçe yoluyla süre belirterek evraklarınızı geçici olarak talep edebilirsiniz. Evraklarınızı noter onaylı vekaletnamesi olmadan sizden başkası alamaz.
https://www.yok.gov.tr/iletisim/sss/7/6,"XXX Üniversitesinin denkliği var mı, denklik ile tanıma aynı şey mi?","Kurulumuza okulun adını, bulunduğu ülkeyi ve bölümünüzü belirten resmi bir dilekçe ile başvurmanız halinde okulun tanınırlık belgesini alabilirsiniz.Okul tanınması ile denklik farklı işlemlerdir. Bir okulun tanınması demek, direk denklik alınacağı anlamına gelmemektedir. Kişinin mezun olduğu okul tanınıyorsa, mezun olduktan sonra yapacağı başvurusu Yurtdışı Yükseköğretim Diplomaları Denklik Yönetmeliği hükümlerine göre incelenmekte ve sonuçlandırılmaktadır."
https://www.yok.gov.tr/iletisim/sss/7/7,"Almış olduğum denklik belgesine itirazım var, alanım farklı çıkmış, ne yapmalıyım?","Alan itirazları ile ilgili olarak, itirazını ve dayanağını içeren yeniden incelenme talepli dilekçenizi Kurulumuza göndermeniz halinde gerekli incelemeler yapılacaktır."
https://www.yok.gov.tr/iletisim/sss/7/8,Denklik işlemi ücretlimi,Denklik işlemleri için herhangi bir ücret talep edilmemektedir.
https://www.yok.gov.tr/iletisim/sss/7/9,Okul tanıma yazısını ne kadar sürede alabilirim?,Okul tanınması ile ilgili dilekçeler resmi süresi (en geç 15 gün) içerisinde cevaplanmaktadır.
https://www.yok.gov.tr/iletisim/sss/7/10,"Okulum tanınmıyor diye RED almışım, bu ne demek?","Denklik alabilmek için diplomayı veren yükseköğretim kurumunun ve eğitimin yapıldığı programın öncelikle faaliyet gösterdiği ülke yetkili makamlarınca diploma vermeye yetkili bir kurum olarak tanınması, akreditasyon ya da kalite güvencesi kuruluşları tarafından akredite edilmiş olması ve Kurul tarafından tanınması gerekmektedir."
