source,concept,description
https://ders.eba.gov.tr/yardim-sss/,"EBA Destek Noktası, hangi standartlarda hazırlanmalıdır?","Okul/kurumların girişinde asgari A1 boyutunda Millî Eğitim Bakanlığı tarafından hazırlanan EBA Destek Noktası logosu bulunmalıdır. Okul/kurumların girişinden EBA Destek Noktası’na kadar zemine çizilecek hat ya da şerit ile yönlendirme yapılmalıdır. Ayrıca en az A4 boyutunda olan yönlendiriciler, öğrenciler tarafından görülebilecek şekilde panolara asılmalıdır.
EBA Destek Noktası bulunan okullarda tedbir amaçlı alınacak her türlü önlem (ortam temizliği, dezenfeksiyonu, havalandırması, okula giriş-çıkış ile idari personel, yardımcı personel, öğretmen ve öğrencilerin uyması gereken kurallar vb.), Millî Eğitim Bakanlığı ile TSE’nin ortak yayını olan “Eğitim Kurumlarında Hijyen Şartlarının Geliştirilmesi ve Enfeksiyon Önleme Kontrol Kılavuzu” çerçevesinde alınmalıdır.
EBA Destek Noktası’nda, yüzey temizliği ve dezenfeksiyonu için virüslere etkinliği kanıtlanmış etken maddeleri içeren ve Sağlık Bakanlığı tarafından verilen “Biyosidal Ürün Ruhsatı” bulunan yüzey dezenfektanları kullanılmalıdır.
EBA Destek Noktası’nda, kullanılmış maskelerin atılması için kapaklı ve pedallı çöp kovası bulundurulmalıdır.
EBA Destek Noktası bulunan okul/kurumların girişine ayakkabı hijyeni için dezenfektanlı paspas konulmalıdır."
https://ders.eba.gov.tr/yardim-sss/,EBA Destek Noktası’nı kullanacak öğrenciler içeri alınmadan nelere dikkat edilmelidir?,"EBA Destek Noktası’nda tüm öğrencilerin uygun bir şekilde maske takması sağlanmalıdır.
EBA Destek Noktası’nın girişinde el antiseptiği bulundurulmalıdır. Öğrenciler, bu antiseptiği kullanmalı veya ellerini su ve sabunla yıkamalıdır."
https://ders.eba.gov.tr/yardim-sss/,"EBA Destek Noktası'nda, hastalık belirtisi gösteren öğrenci ya da personel bulunması durumunda ne yapılmalıdır?","EBA Destek Noktası’nın kullanımı esnasında olası bir ateş, öksürük, burun akıntısı, bulantı-kusma, ishal, nefes darlığı, hâlsizlik vb. hastalık belirtisine sahip öğrenci ya da personelin bulunması durumunda bu kişiler, derhâl en yakın sağlık birimine yönlendirilmelidir.
Hastalık belirtisi gösteren öğrenci ya da personelin hastaneye taşınmadan önce bekletileceği bir izolasyon odası/alanı belirlenmelidir."
https://ders.eba.gov.tr/yardim-sss/,EBA Destek Noktası’nda alınması gereken önlemler nelerdir?,"Öğrencilerin bireysel kullanımı için kulaklık temini yapılmalıdır. Bilgisayarlar, bir kamera ve mikrofon sistemine sahip değil ise harici mikrofon ve web kamerası sağlanmalıdır. Kulaklık ve mikrofon gibi cihazlar, kullanım öncesi ve sonrası düzenli olarak dezenfekte edilmelidir.
EBA Destek Noktası olarak kullanılacak alanlarda can güvenliğini tehdit edebilecek şekilde açık priz ve kablo ucu bulunmamalıdır.
Kullanılacak alanlar, doğal havalandırmaya elverişli olmalı ve sık sık havalandırılmalıdır. Klima ile havalandırma kesinlikle yapılmamalıdır.
EBA Destek Noktası’nda personel ve öğrenciler, maskelerini çıkarmamalıdır.
Tüm öğrencilerin uygun bir şekilde maske takması ve nemlenen/kirlenen maskeyi değiştirmesi sağlanmalıdır. Öğrencilerin maskesiz gelme ihtimaline karşı EBA Destek Noktası’nda yeterli sayıda yedek maske bulundurulmalıdır.
Ekran, klavye, fare, masa yüzeyi, sandalye vb. ortak kullanılan ekipmanlar ve çalışma alanları her kullanımdan önce düzenli olarak dezenfekte edilmelidir.
Okul/kurumlardaki kapı kolları, merdiven korkulukları, elektrik düğmeleri vb. yüzeylerin temizliği ve dezenfeksiyonu sık sık yapılmalıdır.
EBA Destek Noktası’na yiyecek ve içecek getirilmesine kesinlikle izin verilmemelidir.
EBA Destek Noktası’nda öğrencilerin yakın temas içeren oyunlar oynamalarına kesinlikle izin verilmemeli ve öğrenciler bu konuda uyarılmalıdır."
https://ders.eba.gov.tr/yardim-sss/,Kimler canlı ders oluşturabilir?,"Canlı ders sadece okul yöneticileri tarafından oluşturulabilir. Okul yöneticileri; şube, öğretmen ve tarih seçerek canlı dersleri ilgili kişilere atayabilirler. Detaylı bilgi için “Canlı Dersler” sayfasındaki kullanım videolarını izleyebilirsiniz."
https://ders.eba.gov.tr/yardim-sss/,“Canlı Dersler” sayfasını kimler görebilir?,"“Canlı Dersler” sayfası sadece okul yöneticileri, öğretmenler ve öğrenciler için aktif durumdadır. Veliler, “Canlı Dersler” sayfasına erişemezler. Velilere, çocuğuna atanmış canlı dersle ilgili bildirim gönderilir."
https://ders.eba.gov.tr/yardim-sss/,"Canlı derse, seçilen öğretmen ve öğrenciler dışında kimler katılabilir?","Bir canlı derse seçilen öğretmen, öğrenci ya da yönetici dışında hiç kimse katılamaz."
https://ders.eba.gov.tr/yardim-sss/,Canlı dersi ne zaman başlatabilirim?,"Canlı dersinizi, yöneticinizin belirlediği saatte başlatabilirsiniz. “Başlat” düğmesi, dersiniz aktif olduğu sürece görünecektir. Süresi geçmiş bir ders ise başlatılamaz."
https://ders.eba.gov.tr/yardim-sss/,Canlı dersi ne zaman bitirebilirim?,Canlı dersinizi belirlenen saat aralığından önce sonlandırmak isterseniz “Dersi Bitir” düğmesiyle sonlandırabilirsiniz.
https://ders.eba.gov.tr/yardim-sss/,Canlı derse geç kaldım ve dersi vaktinde başlatamadım. Dersim iptal olur mu?,"Hayır, olmaz. Dersi başlatmamış olsanız bile öğrencileriniz derse katılabilir. Öğrencileriniz bu süreçte birbirleri ile iletişim kuramazlar. “EBA Canlı Ders” uygulama ekranında sizin dersi başlatmanızı beklerler. Bu arada öğrencilere öğretmenlerinin dersi başlatmasının beklendiğine yönelik bir ekran çıkar. Dersi başlattığınızda, öğrencileriniz otomatik olarak derse katılırlar. Kalan süre boyunca dersinizi yapabilirsiniz."
https://ders.eba.gov.tr/yardim-sss/,Mobil cihazlarımdan canlı derslerime erişebilir miyim?,"Evet, erişebilirsiniz. iOS ve Android işletim sistemi olan cihazlarda, EBA Cep Uygulaması’ndaki “Canlı Dersler” sayfasından derslerinizi yapabilirsiniz."
https://ders.eba.gov.tr/yardim-sss/,Canlı Ders sırasında katılımcılarla ilgili genel ayarları nasıl yapabilirim?,“EBA Canlı Ders” içerisinde katılımcılara tıkladıklarında sağ alttaki “Fazlası” butonuna tıklayarak öğrenciler ile ilgili genel ayarları yapabilirsiniz. Bu ayarlar bütün katılımcıları etkilemektedir.
https://ders.eba.gov.tr/yardim-sss/,Ders sırasında herkesin sesini nasıl kapatabilirim?,"“EBA Canlı Ders” içerisinde katılımcılara tıkladığınızda, dersteki öğrencileriniz listelenir. Alt menüde yer alan “Herkesin Sesini Aç” ve “Herkesin Sesini Kapat” düğmeleri ile öğrencilerin sesini açıp kapatabilirsiniz."
https://ders.eba.gov.tr/yardim-sss/,“Yardımcı Yönetici” özelliği nedir?,"Canlı dersinize giriş yaptıktan sonra, size ders sırasında yardımcı olabilecek bir ya da birkaç öğrencinizi “Yardımcı Yönetici” olarak belirleyebilirsiniz. Belirlenen yardımcı yönetici;"
https://ders.eba.gov.tr/yardim-sss/,Canlı Ders Uygulaması açılırken “Sdk init failed-14” hatası oluştu. Ne yapmalıyım?,"Bu hata, Canlı Ders Uygulaması açıkken derse bağlanılmak istendiğinde oluşur. Bu yüzden uygulamanın kapalı olduğundan emin olmalısınız. Uygulamanın kapalı olup olmadığını, bilgisayarınızdaki görev yöneticisinden kontrol edebilirsiniz. Sorun yaşamaya devam ederseniz, bilgisayarınızı yeniden başlatmanızı tavsiye ederiz."
https://ders.eba.gov.tr/yardim-sss/,EBA Canlı Derslerimi nasıl yönetebilirim?,"https://eba.gov.tr/#/nasil-eba adresindeki “Öğretmen EBA” sekmesine tıklayıp, listedeki Canlı Derslerle ilgili yardım videolarını izleyebilirsiniz."
https://ders.eba.gov.tr/yardim-sss/,"""Sayfam"" alanını nasıl kullanırım?",
https://ders.eba.gov.tr/yardim-sss/,Nasıl ileti paylaşırım?,
https://ders.eba.gov.tr/yardim-sss/,Paylaştığım iletiyi düzenleyebilir miyim?,"Paylaştığınız iletiyi düzenleyemezsiniz. Ancak, paylaştığınız iletinin sağ üst köşesinde bulunan menüden “Sil” e tıklayarak silebilirsiniz. Sildiğiniz iletiler paylaştığınız grup sayfalarından da silinir."
https://ders.eba.gov.tr/yardim-sss/,Favorilerime eklediğim iletileri nereden görebilirim?,"""Sayfam""ın sağ üst köşesinde bulunan filtreden favorilerinizi seçip sadece favori paylaşımlarınızı görüntüleyebilirsiniz."
https://ders.eba.gov.tr/yardim-sss/,Tartışmalara nasıl katılabilirim?,"Tartışma oluşturulduğunda grubunuzun sayfasına düşer, ""Fikrini Yaz"" a tıklayarak fikirlerinizi paylaşmaya başlayabilir ya da dosya ekleyebilirsiniz. Ayrıca takvimin altındaki alanda, tüm tartışmaları görebilirsiniz. Öğrencileriniz de tartışma oluşturup gruplarıyla paylaşabilirler."
https://ders.eba.gov.tr/yardim-sss/,Nasıl oylama oluştururum?,
https://ders.eba.gov.tr/yardim-sss/,Oylama sonuçlarına nereden ulaşırım?,Oylama iletisi üzerinden oylama sonuçlarını anlık olarak görüntüleyebilirsiniz. Oylamayı paylaştığınız gruptaki oy veren grup üyeleri de oylama sonuçlarını görebilirler.
https://ders.eba.gov.tr/yardim-sss/,Nasıl etkinlik oluştururum?,
https://ders.eba.gov.tr/yardim-sss/,"""Takvim""e nasıl etkinlik eklerim?","""Takvim""e etkinlik ekleme özelliği bulunmamaktadır. ""Sayfam""da oluşturduğunuz etkinlikler, takvime otomatik olarak kaydedilir."
https://ders.eba.gov.tr/yardim-sss/,Nasıl puan kazanabilirim?,"Sisteme düzenli giriş yaptığınızda, öğrencilerinizle çalışma, sınav, ders listesi, içerik paylaştığınızda, içerik üretimi yaptığınızda, içeriklerde inceleme yaptığınızda, öğretmen arkadaşlarınızla ve öğrencilerinizle iletişim hâlinde olarak eğitsel iş birliği ortamı oluşmasına katkı sağladığınızda puan kazanabilirsiniz."
https://ders.eba.gov.tr/yardim-sss/,"""Gönderdiğim Çalışmalar"" bölümü nedir?","""Gönderdiğim Çalışmalar"" bölümünde, devam eden ya da süresi dolan çalışmalarınız listelenir. Buradan, süresi dolan dijital çalışmalarınızın raporunu hızlı bir şekilde görebilir, yazılı ve sözlü çalışmaların değerlendirmesini yapabilir ya da öğrencilerinizin devam eden çalışmalardaki tamamlama durumunu takip edebilirsiniz."
https://ders.eba.gov.tr/yardim-sss/,Nasıl şube eklerim?,"""Ana Menü""den ""Gruplar""a tıklayınız. Açılan sayfada “Şube Ekle” kutusuna tıkladığınızda, şubenizle ilgili yaptığınız tüm paylaşımları ”Ana Sayfa”nın yanı sıra ""Şube"" sayfasından da görebilirsiniz. “Üyeler”e tıkladığınızda şubelerde bulunan öğrencilerin listesine ulaşabilirsiniz. ""Paylaşımlar""a tıkladığınızda ise şubeyle ilgili yapılan paylaşımları takip edebilirsiniz."
https://ders.eba.gov.tr/yardim-sss/,Nasıl grup oluştururum?,"""Ana Menü""den, ""Gruplar""a tıklayınız. Sonra “Gruplar” sekmesine gidiniz. Açılan sayfada, “Yeni Grup Oluştur” düğmesine tıklamanız gerekmektedir. Grubun adını yazınız. Dilerseniz grubunuzla ilgili açıklama da yazabilirsiniz. Oluşturmak istediğiniz “Grup Tipi”ni seçerek “Sonraki Adım”a tıklayınız. Gruba üye olarak ekleyeceğiniz kullanıcıları da buradan seçerek grup oluşturma işleminizi tamamlayabilirsiniz. Oluşturduğunuz bir grubu, grup sayfasında sağ üstte bulunan “Grubu Yönet“ menüsünden silebilirsiniz. Grupta yapılan paylaşımlar, Grup ile birlikte herkesin sayfasından silinir."
https://ders.eba.gov.tr/yardim-sss/,Bir gruba nasıl üye olabilirim?,"""Ana Menü""den, “Gruplar”a tıklayınız. Sonra “Grupları Keşfet” sekmesine tıklayarak grup arayabilirsiniz. Ayrıca arama yapmadan da üye olabileceğiniz gruplar listelenecektir. Bir gruptan ayrılmak için, grup sayfasında sağ üstte bulunan “Üyesin” linkinin altındaki “Gruptan Ayrıl”a tıklamanız yeterlidir. Oluşturduğunuz gruplardan da aynı şekilde ayrılabilirsiniz."
