source,concept,description
https://osym.gov.tr/,Bir ÖSYM Başvuru Merkezinde 2023-YKS başvuru işlemi yapmak isteyen adayların bizzat kendilerinin başvuru merkezine gitmeleri zorunlu mudur ?,Fotoğraflı T.C. Kimlik Kartı olmayan veya sistemde geçerli fotoğrafı bulunmayan adayların fotoğraflarının ÖSYM sistemine kaydının yapılabilmesi için başvurularını bir başvuru merkezinden bizzat kendileri yapmaları gerekmektedir.
https://osym.gov.tr/,Başvuru merkezine giderken adayın yanında bulundurması gereken belgeler nelerdir ?,Eksiksiz ve doğru olarak doldurulmuş 2023-YKS Aday Başvuru Formu ile fotoğraflı Nüfus Cüzdanı veya fotoğraflı Türkiye Cumhuriyeti Kimlik Kartı veya geçerlilik süresi dolmamış fotoğraflı pasaportun aslı gerekmektedir. (Nüfus cüzdanı veya T.C. Kimlik Kartı veya geçerlilik süresi dolmamış pasaport dışında; Türk vatandaşlığından izin ile ayrılanlar ve bunların kanuni mirasçılarına ait fotoğraflı Pembe/Mavi Kartın aslı  pasaportları bulunmayan KKTC vatandaşlarının fotoğraflı ve kimlik numaralı Kuzey Kıbrıs Türk Cumhuriyeti Kimlik Kartının aslı  T.C. Kimlik Kartı edinme sürecinde İçişleri Bakanlığı Nüfus ve Vatandaşlık İşleri Genel Müdürlüğü tarafından verilen ve yeni kimlik kartları teslim alınıncaya kadar geçerli olan “fotoğraflı  imzalı-mühürlü  barkodlu-karekodlu” veya “fotoğraflı  barkodlu-karekodlu” Geçici Kimlik Belgesi geçerli kimlik belgesi olarak kabul edilir.) Başvuru merkezlerinde başvuruda  fotoğrafsız kimlik belgesi kesinlikle kabul edilmez.
https://osym.gov.tr/,2023-YKS’ye bireysel başvuru yapmak istiyorum. Nasıl başvuru yapabilirim ?,Daha önce ÖSYM’nin herhangi bir sınavına başvurmamış olan adaylar  fotoğraflı T.C. Kimlik Kartı ve e-Devlet şifresi varsa bir başvuru merkezine gitmeden  Aday İşlemleri Sistemi’nde (AİS) bulunan “eDevlet ile Kayıt ol” butonuna basarak mevcut T.C. Kimlik Numarası ve e-Devlet şifreleriyle sisteme kayıt olduktan sonra başvurularını yapabilirler. Ayrıca adaylar başvuru merkezlerinden de başvurularını gerçekleştirebilirler.
https://osym.gov.tr/,Sınav ücretleri nasıl yatırılacaktır ?,2023-YKS’ye başvuran adaylar seçmiş oldukları oturumlara bağlı olarak sınav ücretini kılavuzun son sayfasında belirtilen bankalardan herhangi birine veya ÖSYM’nin internet sayfasında e-İŞLEMLER’de yer alan “ÖDEMELER” alanından kredi kartı/banka kartı ile 08-24 Mart 2023 tarihleri arasında yatırabileceklerdir.
https://osym.gov.tr/,Şehit\gazi yakınıyım sınav başvurusu veya sınav ücreti ödemem gerekir mi ?,ÖSYM Yönetim Kurulunun 14.01.2019 tarihli kararı gereği; şehit eşi  şehit çocuğu  gazi  gazi eşi ile gazi çocuklarından başvuru hizmeti ücreti  sınav ücreti ile yerleştirme ücreti alınmaz.
https://osym.gov.tr/,2023-YKS sınav ücreti ne zaman yatırılır ?,2023-YKS için başvuru bilgileri 08-23 Mart 2023 tarihleri arasında sisteme kaydedildikten sonra 08-24 Mart 2023 tarihleri arasında sınav ücreti yatırılır.
https://osym.gov.tr/,2023-YKS sınav ücreti en son ne zaman yatırılabilir ?,2023-YKS sınav ücreti ödeme için son gün 24 Mart 2023 tarihi saat 23.59’dur. Sınav ücreti ödeme işlemleri  bankadan ödeme yapacak olan adaylar için 24 Mart 2023 tarihinde mesai saati bitiminde  ÖSYM’nin internet sayfasında e-İŞLEMLER’de yer alan “ÖDEMELER” alanından kredi kartı/banka kartı ile ödeme yapacak olan adaylar ile banka ATM’leri ve online bankacılık üzerinden ödeme yapacak adaylar için 24 Mart 2023 tarihinde saat 23.59’da sona erecektir. Bankadan ödeme yapacak adayların  bankaların çalışma saatlerini göz önünde bulundurmaları gerekmektedir.
https://osym.gov.tr/,08-23 Mart 2023 tarihleri arasında 2023-YKS başvurumu yapamadım  ne yapmalıyım ?,08-23 Mart 2023 2023 tarihleri arasında 2023-YKS başvurusunu yapmayan/yapamayan adaylar geç başvuru günlerinde 2023-YKS başvurularını yapabileceklerdir. Geç başvuru günlerinde yapılan başvurularda sınav ücreti  geç başvuru günlerinde başvuru bilgileri sisteme kaydedildikten sonra sadece ÖSYM’nin https://odeme.osym.gov.tr internet adresinden kredi kartı/banka kartı ile yatırılacaktır. Geç başvuru günlerinde yapılan başvurularda bankalardan ücret ödemesi yapılmamalıdır.
https://osym.gov.tr/,2023-YKS’ye başvuru süreleri içinde ve geç başvuru günlerinde başvurumu yapamadım tekrar başvuru hakkı verilecek mi ?,Hayır. Geç başvuru günleri dahil başvuru süreleri tamamlandıktan sonra sınava başvuru kesinlikle alınmayacaktır.
https://osym.gov.tr/,2023-YKS için başvuru bilgilerimin sisteme girişi yapıldı ancak süresi içinde sınav ücretini yatırmadım. Başvurum geçerli olur mu ?,Başvuru bilgilerinin sisteme girişi ve kaydı yapıldığı halde sınav ücretini süresi içinde yatırmayan adayların başvuru bilgileri geçersiz olacaktır.
https://osym.gov.tr/,2023-YKS oturumları nelerdir ?,YKS’nin Oturumu Temel Yeterlilik Testi (TYT)  YKS’nin Oturumu Alan Yeterlilik Testleri (AYT)  YKS’nin Oturumu Yabancı Dil Testi (YDT)’dir. 2023-YKS’nin Oturumu olan Temel Yeterlilik Testi (TYT) tüm adaylar için zorunludur. 2023-YKS’de SAY  SÖZ  EA veya DİL puanıyla bir lisans programına yerleşmek isteyenlerin ise 2023- AYT ve/veya 2023-YDT oturumlarına katılmaları zorunludur.
https://osym.gov.tr/,2023-YDT hangi dillerde yapılacaktır ?,Almanca  Arapça  Fransızca  İngilizce ve Rusça dillerinde yapılacaktır. Yabancı dil oturumunda her dil için ayrı bir soru kitapçığı bulunacaktır. Sınavda adaya  başvuruda bildirdiği yabancı dile ait soru kitapçığı verilecektir.
https://osym.gov.tr/,2023-YKS’ye başvuru yapıldıktan sonra oturum ekleme yapılabilir mi ?,Adaylar  2023-YKS başvuru süresi içinde (geç başvuru günleri de dâhil) oturum ekleme yapabilir  ekledikleri oturumlara ait sınav ücretlerini süresi içinde yatırarak başvurusunu tamamlayabilirler.
https://osym.gov.tr/,2023-YKS’ye yurt dışından başvuru yapılabilir mi ?,Evet yapılabilir. Başvuruların yapılacağı tarihler arasında eğitim  tedavi vb. nedenlerle yurt dışında bulunduğu için (KKTC ve Kırgızistan-Bişkek hariç) başvuru merkezine gitmesi mümkün olmayanlar  başvurularını 2023-YKS Kılavuzunda açıklandığı şekilde yapabilirler.
https://osym.gov.tr/,Adaylar 2023-YKS’ye girerken yanlarında hangi belgeleri bulundurmak zorundadır ?,Adayların sınava girerken aşağıda belirtilen iki belgeyi yanlarında bulundurmaları zorunludur:  İlgili oturuma ait Sınava Giriş Belgesi (SGB)  Fotoğraflı Nüfus Cüzdanı veya fotoğraflı Türkiye Cumhuriyeti Kimlik Kartı veya geçerlilik süresi dolmamış fotoğraflı pasaportun aslı (Nüfus cüzdanı veya T.C. Kimlik Kartı veya geçerlilik süresi dolmamış pasaport dışında; Türk vatandaşlığından izin ile ayrılanlar ve bunların kanuni mirasçılarına ait fotoğraflı Pembe/Mavi Kartın aslı  Pasaportları bulunmayan KKTC vatandaşlarının fotoğraflı ve kimlik numaralı Kuzey Kıbrıs Türk Cumhuriyeti Kimlik Kartının aslı  T.C. Kimlik Kartı edinme sürecinde İçişleri Bakanlığı Nüfus ve Vatandaşlık İşleri Genel Müdürlüğü tarafından verilen ve yeni kimlik kartları teslim alınıncaya kadar geçerli olan “fotoğraflı  imzalımühürlü  barkodlu-karekodlu” veya “fotoğraflı  barkodlu-karekodlu” Geçici Kimlik Belgesi de geçerli kimlik belgesi olarak kabul edilir.) Sınava girişte fotoğrafsız kimlik belgesi kesinlikle kabul edilmemektedir. Nüfus Cüzdanı veya Türkiye Cumhuriyeti Kimlik Kartında fotoğrafı olmayan adayların fotoğraflı Türkiye Cumhuriyeti Kimlik Kartını edinmeleri gerekmektedir.
https://osym.gov.tr/,Sürücü belgesi  öğrenci kimlik kartları  meslek kimlik kartları ile sınava girilebilir mi ?,Hayır  girilemez. Sürücü belgesi  meslek kimlik kartları  öğrenci kimlik kartları vb. diğer tüm belgeler  sınava giriş için geçerli kimlik belgesi olarak kabul edilmez.
https://osym.gov.tr/,2023-YKS’de hangi testler yer alacaktır ?,2023-TYT’de Türkçe Testi  Sosyal Bilimler Testi  Temel Matematik Testi ve Fen Bilimleri Testi yer almaktadır. 2023-AYT’de Türk Dili ve Edebiyatı-Sosyal Bilimler-1 Testi  Sosyal Bilimler-2 Testi  Matematik Testi ve Fen Bilimleri Testi yer almaktadır. 2023-YDT’de ise  Almanca  Arapça  Fransızca  İngilizce ve Rusça testleri yer almaktadır.
https://osym.gov.tr/,2023-YKS ne zaman yapılacak ve testlerin süresi ne olacaktır ?,2023-TYT: 17 Haziran 2023 Cumartesi  165 dakika 2023-AYT: 18 Haziran 2023 Pazar  180 dakika 2023-YDT: 18 Haziran 2023 Pazar  120 dakika
https://osym.gov.tr/,2023-YKS’de sınav binasına en geç saat kaçta girilebilir ?,Adaylar  sınavın sabah oturumlarında saat 10.00’dan sonra; öğleden sonra oturumunda ise saat 15.30’dan sonra sınav binalarına alınmazlar.
https://osym.gov.tr/,Sınav binasına ne zaman gelmeliyim ?,Kimlik ve güvenlik kontrolleri ile salona giriş işlemlerinin zamanında yapılabilmesi için  adayların sınava girecekleri binanın giriş kapısında sınav saatinden en az 1 saat önce hazır bulunmaları gerekmektedir.
https://osym.gov.tr/,2023-YKS için Sınava Giriş Belgemi nasıl alabilirim ?,2023-YKS’ye başvuran ve sınav ücretini yatıran adaylar  Sınava Giriş Belgelerini  T.C. Kimlik Numaraları ve şifreleri ile ÖSYM’nin https://ais.osym.gov.tr internet adresinden edinebilirler.
https://osym.gov.tr/,2023-YKS için Sınava Giriş Belgeleri posta/e-posta ile adaylara gönderilecek mi ?,Sınava Giriş Belgesi  posta/e-posta vb. hiçbir yolla ve şekilde adaylara gönderilmez.
https://osym.gov.tr/,Sınava gireceğim binayı  sınav gününden önce gidip görmem gerekir mi ?,Adayın sınava gireceği binayı  adres bilgisini teyit etmek amacı ile önceden gidip görmesi sınav günü adaya kolaylık sağlayacaktır. Bu nedenle adayın sınava gireceği binayı  adres bilgisini teyit etmek amacı ile sınav gününden önce gidip görmesi önerilmektedir.
https://osym.gov.tr/,Sınava gireceğim binada eşyamı emanet edebilir miyim ?,Sınav binalarında hiçbir eşya emanete alınmaz. Bu nedenle kılavuzda da belirtilen  sınava girerken adayın yanında bulundurması yasak olan araç gereç ve eşyalar sınav binalarına getirilmemelidir.
https://osym.gov.tr/,Sınava kalem  silgi getirebilir miyim ?,Adayların sınavda kullanacakları kalem  silgi  kalemtıraş  şeker ve peçete ÖSYM tarafından sağlandığından adayların  yanlarında getirdikleri kalem  silgi  kalemtıraş ve peçeteyle sınava girmelerine izin verilmez. Bu şekilde sınava giren adayın sınavı geçersiz sayılır.
https://osym.gov.tr/,Sınava su getirebilir miyim ?,Adaylar  sınava üzerinde etiket bulunmayan şeffaf pet şişe içinde su getirebilirler.
https://osym.gov.tr/,Sınava saat getirebilir miyim ?,Sınavın yapıldığı her bir salona en az bir adet duvar saati ÖSYM tarafından sağlanır. Adayların sınava saatle girmelerine izin verilmez. Bu şekilde sınava giren adayın sınavı geçersiz sayılır.
https://osym.gov.tr/,2023-YKS için istediğim sınav merkezini seçebilir miyim ?,Sınav Merkezi Tercihleri alanlarına adayın adresinde yer alan merkez  okulunun bulunduğu merkez veya bu merkezlere yakın olarak ÖSYM tarafından belirlenen sınav merkezlerinden biri yazılabilir. Deprem bölgesinden başvuran adaylar istedikleri sınav merkezini seçebileceklerdir. Ayrıntılı bilgi kılavuzda yer almaktadır.
https://osym.gov.tr/,Sınav salonundan ne zaman çıkabilirim ?,Salonda sınav evrakı dağıtıldıktan sonra adayların; TYT’de sınav süresinin ilk 120 dakikası  AYT’de sınav süresinin ilk 135 dakikası  YDT’de sınav süresinin ilk 90 dakikası tamamlanmadan ve sınavın son 15 dakikası içinde sınav salonunu terk etmeleri  sınav sırasında kısa bir süre için bile olsa (tuvalete gitmek dâhil) sınav salonundan çıkmaları yasaktır.
https://osym.gov.tr/,Ham puan (adayın net sayısı) nasıl hesaplanır ?,Her adayın  testlere verdiği doğru ve yanlış cevapların sayısı belirlenir  doğru cevap sayısından yanlış cevap sayısının dörtte biri çıkarılarak adayın ilgili testten almış olduğu ham puan (adayın net sayısı) bulunur.
https://osym.gov.tr/,2023-TYT  AYT ve YDT’de ağırlıklı puanların hesaplanabilmesi için ne kadar ham puan alınmalıdır ?,TYT puanının hesaplanabilmesi için adayların Temel Matematik Testi veya Türkçe Testinde en az 0 5 ham puan almış olmaları gerekmektedir. AYT ve YDT’de ağırlıklı puanların hesaplanabilmesi için adayların  AYT ve YDT puan türlerini oluşturan ilgili testlerin en az birinden  en az 0 5 ham puan almış olmaları gerekmektedir.
https://osym.gov.tr/,Ortaöğretimde  Din Kültürü ve Ahlak Bilgisi dersini alan adaylar 2023-YKS Aday Başvuru Formuna hangi seçeneği yazacaklardır ?,Bu adaylar  Aday Başvuru Formunda “Ortaöğretimde zorunlu Din Kültürü ve Ahlak Bilgisi dersi aldım.” ifadesini ve “1” kodunu yazacaklardır. Ortaöğretimde Din Kültürü ve Ahlak Bilgisi Dersi almayan veya farklı bir müfredat ile alan
https://osym.gov.tr/,adaylar 2023-YKS Aday Başvuru Formuna hangi seçeneği yazacaklardır ?,Bu durumdaki adaylar  Aday Başvuru Formunda “Ortaöğretimde zorunlu Din Kültürü ve Ahlak Bilgisi dersi almadım.” ifadesini ve “2” kodunu yazacaklardır.
https://osym.gov.tr/,Ortaöğretimde Din Kültürü ve Ahlak Bilgisi Dersi almayan veya farklı bir müfredat ile alanadaylar 2023-YKS’de hangi soruları cevaplayacaktır ?,Bu adaylar  TYT’de ilave Felsefe sorularını  AYT Sosyal Bilimler-2 Testinde ise ilave Felsefe Grubu sorularını cevaplayacaklardır.
https://osym.gov.tr/,Meslek yüksekokullarında bir program tercih edebilmek için en az kaç puan almam gerekir ?,2023-TYT puanının hesaplanmış olması gerekmektedir.
https://osym.gov.tr/,Lisans programlarını tercih edebilmek için en az kaç puan almam gerekir ?,Merkezi yerleştirmede bir lisans programını tercih edebilmek için ilgili programın puan türünde puanının hesaplanmış olması ve bazı lisans programları için ise en düşük başarı sırası koşulunun sağlanması gerekir. Ayrıntılı bilgi 2023-YKS Kılavuzunda yer almaktadır.
https://osym.gov.tr/,2023-TYT puanının  2023-YKS puan türlerinin (SAY  SÖZ  EA  DİL) hesaplanmasındaki katkısı hangi oranda olacaktır ?,TYT’nin katkısı % 40’dır.
https://osym.gov.tr/,Ortaöğretim Başarı Puanının (OBP) katkı oranı ve hesaplanmasında bir değişiklik olacak mıdır ?,Ortaöğretim Başarı Puanının (OBP) katkı oranında ve hesaplanma şeklinde bir değişiklik olmayacaktır.
https://osym.gov.tr/,OBP puanı nasıl hesaplanmaktadır ?,Ortaöğretimde 100 üzerinden alınan diploma notu  5 ile çarpılarak Ortaöğretim Başarı Puanına (OBP) dönüştürülür. Diploma notu bildirilmeyen adayların diploma notu ile 50’nin altında olan adayların diploma notları  50 olarak değerlendirmeye alınır. Böylece 50 olan en düşük diploma notu için OBP 250  100 olan en yüksek diploma notu için de OBP 500 olacaktır.
https://osym.gov.tr/,Yerleştirme puanları hesaplanırken OBP’nin katkısı ne olacaktır ?,OBP; 0 12 katsayısı ile çarpılarak sınav puanlarına eklenip yerleştirme puanları hesaplanacaktır. Geçen yıl 2022-YKS puanımla merkezi yerleştirmede bir yükseköğretim programına
https://osym.gov.tr/,yerleştirildim ve kayıt yaptırdım. Bu yıl sınava girersem OBP’nin çarpılacağı katsayılarda bir değişiklik olacak mı ?,Evet. 2022-YKS puanlarıyla bir yükseköğretim programına yerleştirilen veya özel yetenek sınavı sonucu kayıt olan adayların ortaöğretim başarı puanlarına ilişkin katsayıları yarıya düşürülür.
https://osym.gov.tr/,Geçen yıl 2022-YKS puanımla merkezi yerleştirmede bir yükseköğretim programına yerleştim  fakat kayıt yaptırmadım. Bu yıl sınava girersem OBP’nin çarpılacağı katsayılarda bir değişiklik olacak mı ?,Evet. 2022-YKS puanlarıyla bir yükseköğretim programına yerleştirilen adayların ortaöğretim başarı puanlarına ilişkin katsayıları yarıya düşürülür.
https://osym.gov.tr/,Tıp  hukuk  mühendislik  mimarlık  eczacılık  diş hekimliği  öğretmenlik programlarına yerleştirme için başarı sıralaması şartı devam edecek midir ?,Evet. Bu programlarda başarı sıralaması şartı devam etmektedir. Kılavuzda bu programları tercih edebilmek için gerekli en düşük başarı sırasının ne olacağı belirtilmiştir.
https://osym.gov.tr/,Özel yetenek sınavı ile öğrenci kabul eden yükseköğretim programlarına hangi puan türü ile başvurulabilir ?,Özel Yetenek Sınavı ile öğrenci kabul eden yükseköğretim programlarına TYT puanı ile başvurulabilir. Geçen yıl meslek lisesinden mezun oldum.
https://osym.gov.tr/,Bu yıl 2023-YKS’ye girdiğimde mezuniyet alanımla ilgili lisans programlarına yerleştirme işleminde ek puan alabilecek miyim ?,Bu kapsamda ek puan uygulaması sadece 30.03.2012 tarihi itibarıyla bir mesleğe yönelik program uygulayan ortaöğretim kurumlarından mezun olan veya belirtilen tarih ve öncesinde öğrenim görmekte olan öğrenciler için uygulanır. İlgili ortaöğretim kurumuna 30.03.2012 tarihinden sonra kayıt olan adaylar için uygulanmaz.
https://osym.gov.tr/,Geçen yıl meslek lisesinden mezun oldum. Bu yıl 2023-YKS’ye girdiğimde mezuniyet alanımla ilgili ön lisans programlarına yerleştirme işleminde ek puan alabilecek miyim ?,Evet. 2023-YKS Kılavuzu Tablo 3C’yi inceleyiniz.
https://osym.gov.tr/,Meslek lisesi mezunuyum sınavsız tercih hakkım var mı ?,2017 yılından itibaren ön lisans programlarına sınavsız geçiş hakkı kaldırılmıştır.
https://osym.gov.tr/,Birden fazla ortaöğretim kurumundan diploma aldım. Ne yapmam gerekir ?,Birden fazla diploması olanlar ile en az bir diploması olup 2022-2023 öğretim yılı içinde bir başka diploma alabilecek durumda olanlar  2023-YKS değerlendirme işlemlerinde kullanılmak üzere bu okullardan birini seçeceklerdir. Adayların  bu bilgilerini 20 Haziran-4 Temmuz 2023 tarihleri arasında ÖSYM’nin https://ais.osym.gov.tr internet adresinden onaylamaları gerekmektedir
https://osym.gov.tr/,2023-YKS’ye Mavi Kartlı adaylar başvuru yapabilirler mi ?,Doğumla Türk vatandaşı olup da çıkma izni almak suretiyle Türk vatandaşlığını kaybedenlerden 5901 sayılı Türk Vatandaşlığı Kanunu ile Saklı Tutulan Hakların Kullanılmasına İlişkin Belge sahibi olanlar (Mavi Kart sahipleri)  sınava başvurabilirler. Bu adaylar  2023-YKS Yükseköğretim Programları ve Kontenjanları Kılavuzunda yer alan yükseköğretim programlarına yerleşme hakkı kazanmaları durumunda söz konusu kontenjanlara yerleştirilirler.
https://osym.gov.tr/,2023-YKS’ye başvuru yapacağım eğitim bilgilerim sistemde görünmüyor  eğitim bilgimi nasıl ekletebilirim ?,Eğitim bilgisi MEB e-Okul sistemi kaynaklı olan adaylardan bu bilgilerinde güncelleme gereken son sınıf öğrencileri kendi okullarına  mezun adaylar ise İlçe Milli Eğitim Müdürlüklerine başvurarak MEB e-okul sisteminde mevcut bilgilerinin güncellenmesini sağlamalıdırlar.
https://osym.gov.tr/,2023-YKS geç başvuru gününde oturum ekleme yapabilir miyim ?,2023-YKS’ye ilişkin olarak 08-23 Mart 2023 tarihleri arasında yapılan başvuruda seçilmiş olan oturumlara geç başvuru gününde ekleme yapılabilir.
https://osym.gov.tr/,2023-YKS geç başvuru gününde daha önce seçmiş olduğum oturumları değiştirebilir miyim ?,08-23 Mart 2023 tarihleri arasında yapılan başvuruda seçilmiş olan oturumlar geç başvuru gününde değiştirilemez ve silinemez.
https://osym.gov.tr/,2023-YKS başvuru süresi sona erdikten sonra sınav merkezi tercihimi değiştirebilir miyim ?,Adaylar  sınav merkezi tercihlerini  başvuru süresi içinde veya geç başvuru günlerinde ÖSYM Aday İşlemleri Sisteminden (https://ais.osym.gov.tr) kendileri güncelleyebileceklerdir. Bu süre bittikten sonra sınav merkezleri tercihlerinde değişiklik yapılamayacaktır. Merkezimize gönderilen değişiklik/düzeltme talepleri ile ilgili olarak Merkezimizce işlem yapılmayacaktır.
https://osym.gov.tr/,2023-YKS’de baraj puan var mı ?,Hayır. TYT puanı ile öğrenci alan yükseköğretim programlarını tercih edebilmek için TYT puanının hesaplanmış olması yeterlidir. SAY  SÖZ  EA ve DİL puan türleri ile öğrenci alan lisans programlarını tercih edebilmek için adayın ilgili puan türünde puanının hesaplanmış olması yeterlidir. Ancak bazı lisans programları için ise en düşük başarı sırası koşulunun sağlanması gerekir. Ayrıntılı bilgi 2023- YKS Kılavuzunda yer almaktadır.
https://osym.gov.tr/,Engelli bir bireyim. 2023-YKS’ye engelli aday olarak engelli salonunda girmek istiyorum. Ne yapmam gerekir ?,Engelli/sağlık sorunu olan adayların “Engelli Salonlarında” sınava alınabilmeleri için;  Engelli Sağlık Kurulu Raporu/Sağlık Kurulu Raporu/Çocuklar İçin Özel Gereksinim Raporunun (ÇÖZGER) onaylı bir örneğini (bir üniversite veya devlet hastanesinden alacakları)   Sağlık Durumu/Engel Bilgi Formunu (doldurulmuş olarak)   Sağlık/engel durumlarını belirten dilekçelerini   Aday Başvuru Kayıt Bilgilerinin bir fotokopisini başvuru süresi içerisinde ÖSYM Engelli Adaylar Daire Başkanlığı’na (06800 Bilkent-ANKARA) ulaştırmaları gerekmektedir.
https://osym.gov.tr/,Engelli/sağlık sorunu olan adaylardan istenen belgeleri başvuru merkezine bırakabilir miyim ?,İstenen belgeler doğrudan ÖSYM’ye gönderilmelidir. Başvuru merkezlerine bırakılmamalıdır.
https://osym.gov.tr/,Görme engelliyim  sınava okuyucu yardımı alarak gireceğim. Tüm sorulardan sorumlu muyum ?,Görme engelli adaylardan okuyucu yardımı talep eden adaylara; şekil  grafik  tablo  resim gibi görsel verilerin yer aldığı sorular ile karmaşık ifade içeren sorular sorulmaz. Sağlık sorunumdan dolayı sınavda kullanmam gereken araç gereç bulunmaktadır. Bu araç ve
https://osym.gov.tr/,gereçle sınava girebilir miyim ?,Sağlık/Engel Bilgi Formundaki ilgili alanları doldurarak bu formu ve istenen diğer belgeleri başvuru süresi içerisinde ÖSYM’ye ulaştıran adayların durumları incelenir  durumları uygun görülen adaylar araç ve gereçleri ile engelli salonlarında ÖSYM tarafından belirlenen şartlarda sınava girebilirler. Az gören görme engelli bir adayım. 2023-YKS’ye başvurdum. Soruları kendim okumak istiyorum
https://osym.gov.tr/,bu durumda bana görme problemimden dolayı sınavda ek süre verilecek mi ?,Soruları kendisi okuyabilecek durumda olan (sınavda okuyucu yardımı talep etmeyen) ancak  Engelli Sağlık Kurulu Raporlarında Görme Sistemi  Göz Hastalıkları  Görme Bozukluğu vb. oranı %25 ve üzerinde olan az gören adaylar ile Çocuklar İçin Özel Gereksinim Raporunda (ÇÖZGER) özel gereksinim düzeyi “Özel gereksinimi vardır (ÖGV)”/Özel Gereksinim Kodu “1” ve üzeri olan adaylara ek süre verilir.
