source,concept,description
TQuAD Dataset,Huneyn b. İshak’ın Tıbba giriş eseri Toledo tıp kitapları çeviri dalgası akıntısında kim tarafından tedavüle sokulmuştur?,Toledolu Marcus
TQuAD Dataset,Toledolu Marcus’un Toledo tıp kitapları çeviri dalgası akıntısında tedavüle soktuğu eser hangisidir?,Tıbba Giriş eseri
TQuAD Dataset,Toledolu Marcus’un Toledo tıp kitapları çeviri dalgası akıntısında Huneyn b. İshak’ın eserini hangi isimle tedavüle sokmuştur?,Liber introduction in medicinam
TQuAD Dataset,Schipperges 13. Yüzyıla ilişkin olarak açıklığa kavuşturmaya çalıştığı soruları yanıtlamak için dikkatini hangi özümseme merkezlerine çevirmiştir?,"Fransa, İngiltere ve Güney İtalya’daki"
TQuAD Dataset,Güney Fransa’da Arap bilimiyle olan ilk temasın meyvesi sonucunda ortaya çıkan yeni bir bilimsel filizlenmenin ilk belgelerini kaçıncı yüzyılın başlarında bulmaktayız?,12. yüzyılın başında
TQuAD Dataset,12. yüzyıldaki en önemli çevirmenleri kimdir?,Hermannus Dalmata ve Robertus Ketenensis’tir
TQuAD Dataset,Paris’teki okuma yasağı ne zaman başlamıştır?,1215 yılında
TQuAD Dataset,Paris’teki okuma yasağı ne zaman yaygınlaştı?,1245 yılında
TQuAD Dataset,Paris’teki okuma yasağı kim tarafından yaygınlaştırılmıştır?,Papa IV. Innozenz
TQuAD Dataset,12. Yüzyılın ortalarına doğru görüş alanına çıkan yeni bir çeviri merkezi nerededir?,Toulouse’da
TQuAD Dataset,12. Yüzyılın ortalarına doğru görüş alanına çıkan yeni bir çeviri merkezi hangi ülke geleneğine dayanmaktadır?,Fransız geleneğine
TQuAD Dataset,12. Yüzyılın ortalarına doğru görüş alanına çıkan yeni bir çeviri merkezi hangi ülke eğitim merkezlerine köprü olacaktır?,İspanyol eğitim merkezlerine
TQuAD Dataset,Toulouse okulunun 12. Yüzyıldaki en önemli çevirmenleri kimlerdir?, Hermannus Dalmata ve Robertus Ketenensis’tir
TQuAD Dataset,Anglo-Sakson akımının temsilcisi kimdir?,Bathlı Adelard
TQuAD Dataset,1079 yılından 1095 yılına kadar Hereford başpiskoposu kimdir?,Robertus de Losinga
TQuAD Dataset,12. yüzyılın ikinci yarısında arabist araştırmalar merkezini kim kurdu?,Herefordlu Roger
TQuAD Dataset,"Schipperges’e göre, doğrudan doğruya Bathlı Adelard’ın geleneğini  kim izlemiştir?",Robertus Ketenensis
TQuAD Dataset,Anglo-Sakson resepsiyon ve özümseme hareketinin 12. yüzyılın ikinci yarısındaki temsilcisi kimdir?,Morleyli Daniel
TQuAD Dataset,Anglo-Sakson resepsiyon ve özümseme hareketinin önemli bir temsilcisi kimdir?,Morleyli Daniel
TQuAD Dataset,Kayser II. Friedriche dönemi hangi yıllar arasıdır?,1212-1250
TQuAD Dataset,: Kayser II. Friedriche neden Arap kültürüne yönelmiştir?,kişisel eğilimi ve özel temaslar nedeniyle
TQuAD Dataset,II.Friedrich’in bilginler arasındaki en önemli şahsiyet olarak belirttiği kişi kimdir?,Michael Scotus’dur.
TQuAD Dataset,Michael Scotus’un mesleği nedir?,"filozof, kimyacı, astrolog ve çevirmen"
TQuAD Dataset,Michael Scotos Toledo ve Bolonga’daki faaliyetlerinden sonra nereye çağrılmıştır?,Palermo’ya
TQuAD Dataset,Toledo ve Bolonga’daki faaliyetlerinden sonra Palermo’ya  kim çağrılmıştır?,Michael Scotus
TQuAD Dataset,Toledo ve Bolonga’daki faaliyetlerinden sonra Palermo’ya  Michael Scotus kim tarafından çağrılmıştır?,Kayser tarafından
TQuAD Dataset,Endülüs coğrafyasının çevirisi kime aittir?,Ebu Bekir Ahmed b. Muhammed b. Musa er-Razi
TQuAD Dataset,: Endülüs coğrafyasının çevirisi kim tarafından yapılmıştır?,Gil Peres
TQuAD Dataset,Arapça coğrafyası nasıl tanınmaya başlamıştır?,İber Yarımadası’nda çeviriler yoluyla
TQuAD Dataset,İber Yarımadası ve tasviri hangi eserde yapılmıştır?,Historia
TQuAD Dataset,Historia veya Chronica Pseudo-Isidoriana isimli eserdeki İber Yarımadası ve tasvirinin Er-Razi’nin kitabından alındığı araştırmasını yapan Orta Çağ Fransız uzman kimdir?,P. Gautier Dalche
TQuAD Dataset,Orta Çağ Fransız uzman P. Gautier Dalché hangi araştırmayı yapmıştır?,İber Yarımadası tasviri ve haritasını
TQuAD Dataset,Arap coğrafyasının şimdiye dek bilinen en eski eseri nedir?,Della descrittione dell’Africa et delle cose notabili che ivi sono
TQuAD Dataset,Della descrittione dell’Africa et delle cose notabili che ivi sono hangi yılda yazılmıştır?,1550
TQuAD Dataset,Della descrittione dell’Africa et delle cose notabili che ivi sono kim tarafından yazılmıştır?,Gian Battista Ramusio
TQuAD Dataset,İtalyan bilgin Gian Battista Ramusio’nun toparlayıp yayınladığı eserin ismi nedir?,Navigationi et viaggi
TQuAD Dataset,"Geç dönemde ve aşırı kısaltılmış, hatta neredeyse tahrif edilmiş bir redaksiyonla Avrupa’da tanınmış olan eser kime aittir?",el-İdrisi’ye ait
TQuAD Dataset,El-İdrisi’ye ait olan eser hangi yılda basılmıştır?,1592
TQuAD Dataset,El-İdrisi’ye ait olan eser nerede basılmıştır?,Roma’da
TQuAD Dataset,El-İdrisi’ye ait olan eser  1600 yılında hangi dile çevrilmiştir?,İtalyanca’ya
TQuAD Dataset,El-İdrisi’ye ait olan eserin  İtalyanca çevirisi  hangi yılda  yapılmıştır?,1600
TQuAD Dataset,El-İdrisi’ye ait olan eser 1600 yılında kim tarafından İtalyancaya çevrildi?,B. Baldi
TQuAD Dataset,El-İdrisi’ye ait olan eser  1619 yılında hangi dile çevrilmiştir?,Latince’ye
TQuAD Dataset,El-İdrisi’ye ait olan eserin  Latince çevirisi  hangi yılda  yapılmıştır?,1619
TQuAD Dataset,El-İdrisi’ye ait olan eser  1619 yılında kimler tarafından Latinceye çevrilmiştir?,Gabriel Sionita ve Johannes Hesronita
TQuAD Dataset,"1619’daki Latince çeviride , yazar el- İdrīsī nasıl anılmaktadır?",Geographie Nubiensis (Sudanlının Coğrafyası)
TQuAD Dataset,Kaybolduğu varsayılan matematik coğrafyanın Yunanca orijinalini kim tarafından bulundu?,Bizanslı Maximos Planudes
TQuAD Dataset,Matematik coğrafyanın Latince çevirisi kim tarafından yapıldı?,Jacopo Angeli
TQuAD Dataset,Matematiksel coğrafyanın yazıldığı eserin adı nedir?,Tahdid Nihayat el-Emakin li-Taşhih Mesafat el-Mesakin
TQuAD Dataset,Matematiksel coğrafyanın yazıldığı Taḥdīd Nihāyāt el-Emākin li-Taṣḥīḥ Mesāfāt el-Mesākin adlı eser kime aittir?, Ebu er-Reyhan el- Biruni
TQuAD Dataset,Arapça astronomik eserler 10.yy da kime atfedilmiştir?,Aurillaclı Gerbert
TQuAD Dataset,Benedikt rahipler grubu mensubu yazar olarak kimi göstermiştir?,"Hermannus Contractus (Reichenaulu Hermann, 1034-1054)"
TQuAD Dataset,Benedikt rahipler grubu mensubu Hermannus Contractus’un  yazar olarak gösterildiği eserin adı nedir?,De compositione astrolabii
TQuAD Dataset,1120-1130 astronomik çizelgeler kime aittir?,Muhammed b. Musa el-harizmi
TQuAD Dataset,Muḥammed b. Mūsā el-Ḫārizmī ’nin  astronomik çizelgeleri hangi yıllarda çizilmiştir?,1120 ve 1130 yılları arasında
TQuAD Dataset,1120 ve 1130 yılları arasında Muḥammed b. Mūsā el-Ḫārizmī ’nin astronomik çizelgeleri kim tarafından yeniden gözden geçirilmişitir?,Muhammed b. Musa el-harizmi
TQuAD Dataset,"“Algorithmus” terimi ve bu terimle ilintili olan türevler,kime bağlı bulunmuştur?",matematikçi ve astronom el- harizmi adının bozulmuş şekline
TQuAD Dataset,Muḥammed b. Cābir el-Battānī ’nin astronomi elkitabı çevirisini ilk kez kim tarafından yapılmıştır?,Tivolili Plato’nun çevirisi
TQuAD Dataset,Muḥammed b. Cābir el-Battānī ’nin astronomi elkitabı çevirisini ikinci kez kim tarafından yapılmıştır?,Robertus Ketenensis’in çevirisi
TQuAD Dataset,1464 yılında Padua Üniversitesi’nde el-Ferġānī’nin kitabı hakkında dersler veren kişi kimdir?,Johannes Regiomontanus
TQuAD Dataset,Johannes Regiomontanus hangi yıllarda ve nerede El-Ferġānī’nin kitabı hakkında dersler vermiştir? ,1464 yılında
TQuAD Dataset,Johannes Regiomontanus  Padua Üniversitesi’nde el-Ferġānī’nin kitabı hakkında dersleri hangi yılda vermiştir?,1464 yılında
TQuAD Dataset,Arap astronomisinin bize ulaşan en eski elkitabı hangi yılından itibaren yapılan birçok çevirisiyle Latin dünyasına ulaşmıştır?,1130 yılından itibaren
TQuAD Dataset,Bir derecelik meridyen uzunluğu ölçümünün sonucuna göre yeryüzü büyüklüğü tasavvurunu ve yedi iklimdeki meskûn bölgelerin bölümlenme bilgisini kim ortaya koymuştur?,Halife el-Me’mun’un direktifiyle
TQuAD Dataset,Halife el-Meʾmūn’un ortaya koyduğu direktifler nelerdir?,yeryüzü büyüklüğü tasavvurunu ve yedi iklimdeki meskun bölgelerin bölümlenme bilgisi ulaşmıştır
TQuAD Dataset,Astronomi el kitabı 13. ve 14. yy da kimleri etkilemiştir?,"Robert Grosseteste, Albertus Magnus, Ristoro d’Arezzo ve Dante Alighieri"
TQuAD Dataset,Coğrafik yerlerin derleme türü ilk çizelgeleri  hangi yıllarda yapılmıştır?,1139-1140 yıllarında
TQuAD Dataset,Coğrafik yerlerin derleme türü ilk çizelgeleri  kim tarafından oluşturulmuştur?,Raymundo
TQuAD Dataset,Coğrafik yerlerin derleme türü ilk çizelgeleri  hangi eserdir?,Liber cursuum planetarum
TQuAD Dataset,Latin dünyasında bazı Avrupa şehirlerinin koordinat çizelgesini genişletmeye yönelik en eski deneme ne zaman yapılmıştır?,12 yüzyılın sonuna doğru
TQuAD Dataset,Avrupa şehirlerinin koordinat çizelgesini genişletmeye yönelik en eski deneme kime atfedilmiştir?,Cremonalı Gerhard
TQuAD Dataset,Avrupa şehirlerinin koordinat çizelgesini genişletmeye yönelik en eski denemenin atfedildiği eserin adı nedir?,Theorica planetarum
TQuAD Dataset,Theorica planetarum isimli eserde Paris’in koordinatları nedir?,Roma’nın yaklaşık 4° doğusunda
TQuAD Dataset,Liber de naturis inferiorum et superiorum isimli eser kime aittir?,Cremonalı Gerhard
TQuAD Dataset,Bir yerin enlem derecesini astronomik olarak belirleyebilecek durumda hisseden ilk İtalyan kimdir?,Ristoro d’Arezzo
TQuAD Dataset,Ristoro d’Arezzo 1°13' lık bir yanlışlıkla nerenin enlemini bulmuştur?,Arezzo’nun enlemini
TQuAD Dataset,Roger Bacon hangi yıllar arasında yaşamıştır?,(1214-1292)’da
TQuAD Dataset,Arap-İslam matematiksel coğrafyası açısından ulaşmış olduğu en yüksek özümseme basamağı kendisini bir Fransisken olarak gören kişi kimdir?,Roger Bacon
TQuAD Dataset,Roger Bacon hangi denemeyi yapmışıtır?,harita çizimi denemesini
TQuAD Dataset,Roger Bacon okuyucuya gerekli boylam ve enlem derecelerini kendisi bulmuş gibi göstermeyip kaynak olarak neleri göstermiştir?,astronominin kanun’unu
TQuAD Dataset,Roger Bacon’un verum occidens - «gerçek batı» olarak isimlendirdiği meridyen neresidir?,verum occidens
TQuAD Dataset,İki kubbeli dünya tasavvuruna ait şema hangi eserde yer alır?,Opus maius
TQuAD Dataset,Güney yarımkürenin yaşanabilirliğine ilişkin öğreti kime aittir?,İbn Rüşd’ün
TQuAD Dataset,Kutuplarda yeryuvarlağının ortasında bulunduğundan çok daha büyük su kütleleri bulunduğuna ve yeryuvarlağının ortasında bulunan suların ise doğuda Hindistan ile batıda İspanya arasında uzanmakta olduğuna inancı kime aittir? ,Albertus Magnus
TQuAD Dataset,Yeryüzü ölçümlerini kim tarafından yapılmıştır?,Halife el-Me’mun tarafından 
TQuAD Dataset,Albertus Magnus’un  Halife el-Meʾmūn tarafından yaptırılan yeryüzü ölçümlerini bildiği hangi eserde görülmektedir?,De caelo et mundo
TQuAD Dataset,Albertus’a nispet edilen kitap nedir?,Speculum astronomiae
TQuAD Dataset,Speculum astronomiæ isimli kitapda sıfır meridyeni nereden geçer?,Toledo’dan
TQuAD Dataset,Speculum astronomiæ isimli kitapda merkez meridyenin başlangıcı neresidir?,Arin’i merkez meridyenin başlangıcı olarak tanımıştır.
TQuAD Dataset,Speculum astronomiæ isimli kitapda sıfır meridyenin yeri olarak kabul edildiği yerler neresidir?,"Marsilya, Londra, Toulouse veya Paris’in"
TQuAD Dataset,Arap-İslam kültür dünyasının matematiksel coğrafya alanında ulaştığı kazanımların Avrupa tarafından adım adım alındığının ve benimsendiğinin daha belirgin izlerine kim tarafından anlaşılmıştır?,Dante Alighieri
TQuAD Dataset,Dante Alighieri kosmografisi de kimin el kitabından yararlanmıştır?,el-Fergani’nin 
TQuAD Dataset,Dante’nin  Arap kaynaklara bağlı olduğunun ve muhtemelen elinin altında bir Arap haritası bulunduğunun işaretleri hangi eserdeki bilgilerden anlaşılır?,İlahi Komedya’daki
TQuAD Dataset,Dante Alighieri hangi yıllarda yaşamıştır?,(1265-1321)’de
TQuAD Dataset,Arap ve Arap-İspanyol öncüler tarafından başarılmış olan çizelgelerin gelişimleri nerede hız kazanmıştır?,İspanya’da
