source,concept,description
https://www.hizligo.com/sss,Hızlıgo’da hedef belirleme özelliği var mı?,Hızlıgo’yla çalışmaya başladığında ilk olarak yaşına ve sınıf seviyesine uygun metin ve sorularla mevcut okuma hızın tespit edilir. Ardından ilk hızına uygun olarak bir okuma hızı hedefi belirlersin. Programda ilerleyip okuma hızı hedefine ulaştıkça Hızlıgo hedefini günceller. Böylece okuma hızın ulaşılabilir hedeflerle adım adım artırılır ve kişiselleşen yönlendirmelerle motivasyonlu bir şekilde hedefine ulaşman sağlanır.               
https://www.hizligo.com/sss,HIZLIGO’yu tabletimden kullanabilir miyim?,"HIZLIGO, tablet uyumlu ilk hızlı okuma ürünüdür. HIZLIGO'yu wwww.hizligo.com adresinden satın aldıktan sonra iOS App Store ve Google Play'den uygulamamızı indirerek yeni mobil arayüzüyle tabletinden kullanabilirsin.        "
https://www.hizligo.com/sss,HIZLIGO'yu akıllı telefonumdan kullanabilir miyim?,HIZLIGO'yu wwww.hizligo.com adresinden satın aldıktan sonra iOS App Store ve Google Play'den uygulamamızı indirerek akıllı telefonlara özel arayüzüyle telefonundan kullanabilirsin.        
https://www.hizligo.com/sss,Neden günün 2. eğitimini tamamladığımda bir gece ara vermek zorundayım ya da HIZLIGO’da neden günde sadece 2 eğitim bitirmeme izin veriliyor?,"HIZLIGO’da amaç okuma hızını artırmak kadar göz sağlığını da korumak olduğundan, günde en fazla iki eğitim sunulmaktadır. HIZLIGO’daki egzersizler göz sağlığına olumlu etki yapmaktadır; ancak belirli bir süre çalıştırdıktan sonra göz kaslarını dinlendirmek çok önemlidir. Bu nedenle, günlük 2. eğitimini tamamladıktan sonra, göz sağlığını korumak amacıyla Hızlıgo kendini ertesi sabaha kadar beklemeye almaktadır.        "
https://www.hizligo.com/sss,"Günde 20 dakika, okuma hızımı artırmak için yeterli bir süre mi? ","2008 Türkiye hızlı okuma şampiyonu danışmanlığında uzman bir ekip tarafından hazırlanan HIZLIGO, göz sağlığını geliştirecek ve okuma hızını artıracak ideal dengeyi bulmak üzere tasarlanmıştır. Hızlıgo’da egzersizlerin yapıları, süreleri ve sıralanışları da bu dengeyi karşılayacak şekilde geliştirilmiştir. Düzenli kullanıldığında günde 20 dakika, Hızlıgo’nun okuma hızını artırması için yeterli bir süredir.         "
https://www.hizligo.com/sss,HIZLIGO’nun etkisi test edildi mi?,"2016 yılında, AB destekli bir AR-GE projesi kapsamında, iki özel okulda pilot çalışma yapılmıştır. Bu kapsamda, 160 öğrenci 2 hafta boyunca her gün 20 dakika HIZLIGO kullanmış, proje sonuçlandığında, düzenli kullanan öğrencilerin okuma hızında %87 oranında artış gözlendiği raporlanmıştır.        "
https://www.hizligo.com/sss,HIZLIGO disleksili bireyler için de uygun bir ürün müdür?,"HIZLIGO, disleksi dostu bir üründür, arayüzü de bu yönde tasarlanmıştır. Disleksi problemi olan öğrenciler, okumayı tam anlamıyla sökmüş olmaları koşuluyla, okuma hızlarını artırmak için 5. sınıftan itibaren günde 10 dakikayı geçmeyecek şekilde Hızlıgo’dan yararlanabilirler. Hızlıgo ayrıca, göz kaslarını geliştirerek de disleksiye fayda sağlayabilmektedir. HIZLIGO;• Göz kaslarını geliştiren egzersizleriyle, okurken sıra-satır atlama gibi disleksi problemi olan öğrencilerin sıklıkla karşılaştığı sorunları giderebilmektedir.• Kelimelerin resimlerle eşleştirildiği fotografik görme alıştırmalarıyla görselleştirmeye önem vererek, kelimeleri daha kolay tanımalarına olanak sağlamaktadır.• Odaklanma çalışmalarıyla konsantrasyonlarının artmasına yardımcı olmaktadır. • Okuma hızını artırarak, bireyin öz saygısını olumlu yönde desteklemektedir. Yapılan araştırmalar, disleksili çocukların öz saygılarının yaş ilerledikçe düştüğünü göstermektedir. Bu nedenle, okuma hızlarının artırılması önemli bir destek olarak görülmektedir."
https://www.hizligo.com/sss,HIZLIGO neden 5. sınıftan başlıyor?,"Hızlı okuma eğitimini almanın ön koşulu, kişinin okumayı tam olarak sökmüş olmasıdır. Bu nedenle HIZLIGO, 5. sınıftan küçük öğrenciler için önerilmemektedir. "
https://www.hizligo.com/sss,HIZLIGO beni TYT’ye nasıl hazırlar?,"HIZLIGO seni TYT’ye, her dersten paragraf sorularının olduğu “Sınava Hazırlan” modülüyle çalıştırır. Her bir soruda yer alan kronometreyle sorulara harcadığın zamanı görebilir, böylece sınavda daha iyi bir zaman yönetimi uygulayabilirsin. HIZLIGO, okuma hızını ve konsantrasyon becerilerini geliştirerek sınavlardaki uzun paragraf sorularında, tek okumada soruyu kavrayarak çözüme ulaşmanı ve sınavda zamanı doğru kullanarak başarılı olmanı sağlar. Ayrıca, HIZLIGO’daki odaklanma egzersizleri dikkatini artıracağı ve konsantrasyonunu daha uzun süre koruyabilmeni sağlayacağı için ders çalışırken verimli olduğun süreyi uzatabilir, sınavlarda ise zamanını etkili kullanarak başarılı olabilirsin."
https://www.hizligo.com/sss,HIZLIGO beni LGS’ye nasıl hazırlar?,"HIZLIGO seni LGS’ye, her dersten paragraf sorularının olduğu “Sınava Hazırlan” modülüyle çalıştırır. Her bir soruda yer alan kronometreyle sorulara harcadığın zamanı görebilir, böylece sınavda daha iyi bir zaman yönetimi uygulayabilirsin. HIZLIGO, okuma hızını ve konsantrasyon becerilerini geliştirerek sınavlardaki uzun paragraf sorularında, tek okumada soruyu kavrayarak çözüme ulaşmanı ve sınavda zamanı doğru kullanarak başarılı olmanı sağlar. Ayrıca, HIZLIGO’daki odaklanma egzersizleri dikkatini artıracağı ve konsantrasyonunu daha uzun süre koruyabilmeni sağlayacağı için ders çalışırken verimli olduğun süreyi uzatabilir, sınavlarda ise zamanını etkili kullanarak başarılı olabilirsin."
https://www.hizligo.com/sss,HIZLIGO nasıl ders tekrarı yaptırıyor?,"HIZLIGO egzersizlerindeki metinler, sınıf seviyelerine ve müfredata uygun olarak farklı derslerden seçilmiştir. Böylece, göz egzersizi yaparken aynı zamanda ders tekrarı da yapılmasına olanak tanır."
https://www.hizligo.com/sss,Bir öğretmen olarak HIZLIGO’yu sınıfımda nasıl kullanabilirim?,"HIZLIGO’yu sınıfınızda akıllı tahta ve projeksiyon yardımıyla kullanabilirsiniz. HIZLIGO’yu kurumsal olarak satın aldığınızda, öğretmenlerimiz için “Sınıf Modu” açılacaktır. Böylece, Sınıf Modu kullanımıyla haftada bir, dersinizi Hızlıgo’ya ayırıp egzersizleri sınıfça yapabilirsiniz. Bu yöntem, öğrencilerinizi motive ederek evde düzenli çalışmalarına yardımcı olacaktır.Sınıf Modu sayesinde,  akıllı tahta ya da projeksiyonla yapabileceğiniz egzersizler size haftalık olarak sunulmaktadır. Tek yapmanız gereken, Sınıf Modu’nu ve dersine gireceğiniz sınıfı seçmektir. "
https://www.hizligo.com/sss,Bir öğretmen olarak öğrencilerimin okuma hızı ve anlama düzeylerindeki gelişimi nasıl takip edebilirim?,"HIZLIGO’yu kurumsal olarak satın aldığınızda, sınıflarınızın “Gelişim Raporları”na erişebilir, ilgili sınıftaki öğrencilerinizin ortalama okuma hızı ve anlama düzeyini görebilirsiniz. Aynı zamanda tek tek öğrencilerinizin “Gelişim Raporları”na da ulaşabilir; böylece onları takip edip yönlendirebilirsiniz.                 "
https://www.hizligo.com/sss,HIZLIGO’daki videoların amacı nedir?,"HIZLIGO’da bulunan 8 eğlenceli animasyonla hızlı okumayla ilgili bilgiler edinebilir, okumaya dair doğru bilinen yanlışları görebilir, kendi okumanla ilgili farkındalık kazanabilirsin.                "
https://www.hizligo.com/sss,“Benzersiz Egzersizler” ne işe yarar?,"HIZLIGO’da, hızlı okuma uzmanına ihtiyaç duymadan, okuma ve anlama hızını iki katına çıkaran 18 farklı türde egzersiz bulunmaktadır. 1. Göz kaslarının çalışması, görme açısının genişletilmesi, göz hareketlerine ritim kazandırılması ve görme çabukluğu becerisi edinilmesini sağlayan Göz Egzersizleri;2. Beyinle göz arasındaki iletişim hızını ve koordinasyonunu, görme netliğini ve kalitesini, gözün odaklanma becerisini artıran Hızlı Görme Çalışmaları;3. Odaklanma becerisini, dikkati, odaklanma süresini ve konsantrasyonu artırmayı sağlayan Odaklanma Çalışmaları;4. Ve bütün bu çalışmaların, derslerden de örnekler içeren, yaşa uygun farklı türlerden nitelikli metinler üzerinden yapıldığı Okuma Çalışmaları.                "
https://www.hizligo.com/sss,“Gelişimim” alanı ne işe yarar?,"HIZLIGO’nun basit, anlamlı ve anlaşılır raporlama kabiliyeti sayesinde okuma hızındaki artışı takip edebilirsin. Ayrıca,  “Raporum” alanından “Kurs Takvimi”ni görebilir, günlük eğitimlerini tamamladığın günleri de takip edebilirsin.             "
https://www.hizligo.com/sss,"HIZLIGO’da online çalışacağız. Peki, basılı kitap, dergi, gazete ya da kağıt üzerindeki metinleri okurken gözümüz yadırgar mı?","Burada yaptığın çalışmalar, göz kaslarını geliştireceği, gözün satır üzerinde kayarken kontrollü olmasını, daha hızlı görmesini sağlayacağı  için her türlü basılı materyali daha rahat ve hızlı okuyabileceksin.Sadece basılı materyalleri okurken değil, genel olarak dikkat ve odaklanma becerilerin de gelişeceği için yaşamının her alanında HIZLIGO’yla çalışmanın faydalarını hissedebileceksin.              "
https://www.hizligo.com/sss,Miyop/hipermetrop/astigmat gibi temel görme bozuklukları olanlar da HIZLIGO’dan yararlanabilir mi?,"Göz, kaslardan oluşmaktadır. HIZLIGO bünyesindeki egzersizler de göz kaslarını çalıştırdığından, göz sağlığı için yararlıdır. Bu nedenle, göz bozukluğu olanlara, günlük önerilen 2 eğitim süresini aşmayacak şekilde, gözü yormadan yapılacak çalışmalar ayrıca tavsiye edilmektedir.               "
https://www.hizligo.com/sss,HIZLIGO satın aldım. Eşim/Kardeşim/Arkadaşım da kullanabilir mi?,"HIZLIGO bireysel bir üründür. Kişiye özel çalışma planı sunar ve egzersizleri senin seviyene uygun olarak ayarlar. Farklı kişiler kullandığında bu ayarlar birbirine uymayacaktır. Ayrıca, hızlı okuma eğitiminde ilk okuma hızını test etmen ve ondan sonra da takip etmen önemlidir. HIZLIGO, sürekli hızını ölçerek bu takibi senin için yapmaktadır. Eğer farklı kişiler kullanırsa bu ölçümler doğru olmayacaktır. Kısacası, gerçekten faydalanabilmen ve verim alabilmen için tavsiyemiz, HIZLIGO’yu kişisel olarak kullanman yönündedir.                "
